sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO44717,BK-R50B-62,14616,20110526,20110602,20110607,699,1,699
SO44718,BK-R93R-56,18239,20110526,20110602,20110607,3578,1,3578
SO44719,BK-R93R-52,14700,20110527,20110603,20110608,3578,1,3578
SO44720,BK-R93R-44,28625,20110527,20110603,20110608,3578,1,3578
SO44721,BK-R50B-52,26643,20110527,20110603,20110608,699,1,699
SO44722,BK-R93R-62,13774,20110528,20110604,20110609,3578,1,3578
SO44723,BK-M82S-42,29410,20110528,20110604,20110609,3400,1,3400
SO44724,BK-R93R-56,28665,20110528,20110604,20110609,3578,1,3578
SO44725,BK-M82S-42,25910,20110528,20110604,20110609,3400,1,3400
SO44726,BK-R50B-58,14614,20110528,20110604,20110609,699,1,699
SO44727,BK-R93R-52,18273,20110528,20110604,20110609,3578,1,3578
SO44728,BK-M82S-38,11126,20110528,20110604,20110609,3400,1,3400
SO44729,BK-R93R-62,12307,20110529,20110605,20110610,3578,1,3578
SO44730,BK-R93R-44,14697,20110529,20110605,20110610,3578,1,3578
SO44731,BK-R93R-48,28661,20110529,20110605,20110610,3578,1,3578
SO44732,BK-R93R-48,18251,20110529,20110605,20110610,3578,1,3578
SO44733,BK-R93R-52,18214,20110529,20110605,20110610,3578,1,3578
SO44734,BK-R93R-52,12285,20110530,20110606,20110611,3578,1,3578
SO44735,BK-R93R-44,28673,20110530,20110606,20110611,3578,1,3578
SO44736,BK-R50R-48,14634,20110530,20110606,20110611,699,1,699
SO44737,BK-R93R-56,18242,20110530,20110606,20110611,3578,1,3578
SO44738,BK-R93R-52,18252,20110530,20110606,20110611,3578,1,3578
SO44739,BK-R93R-48,18202,20110530,20110606,20110611,3578,1,3578
SO44803,BK-R93R-62,12383,20110531,20110607,20110612,3578,1,3578
SO44804,BK-R93R-62,28829,20110531,20110607,20110612,3578,1,3578
SO44805,BK-R93R-56,29011,20110531,20110607,20110612,3578,1,3578
SO44806,BK-R93R-44,18452,20110531,20110607,20110612,3578,1,3578
SO44807,BK-M82B-44,11365,20110531,20110607,20110612,3375,1,3375
SO44808,BK-R93R-44,13836,20110601,20110608,20110613,3578,1,3578
SO44809,BK-R50B-52,20552,20110601,20110608,20110613,699,1,699
SO44810,BK-R93R-44,29126,20110601,20110608,20110613,3578,1,3578
SO44811,BK-R93R-44,22732,20110601,20110608,20110613,3578,1,3578
SO44812,BK-R93R-56,28988,20110601,20110608,20110613,3578,1,3578
SO44813,BK-R93R-48,18695,20110601,20110608,20110613,3578,1,3578
SO44814,BK-R93R-52,18281,20110601,20110608,20110613,3578,1,3578
SO44815,BK-M82B-48,11444,20110601,20110608,20110613,3375,1,3375
SO44816,BK-R93R-48,12321,20110602,20110609,20110614,3578,1,3578
SO44817,BK-R93R-48,14777,20110602,20110609,20110614,3578,1,3578
SO44818,BK-R93R-52,28827,20110602,20110609,20110614,3578,1,3578
SO44819,BK-R93R-52,28853,20110602,20110609,20110614,3578,1,3578
SO44820,BK-M82B-44,25972,20110602,20110609,20110614,3375,1,3375
SO44821,BK-M82S-42,25975,20110602,20110609,20110614,3400,1,3400
SO44822,BK-R93R-44,18486,20110602,20110609,20110614,3578,1,3578
SO44823,BK-R93R-52,18488,20110602,20110609,20110614,3578,1,3578
SO44824,BK-R93R-48,18694,20110602,20110609,20110614,3578,1,3578
SO44825,BK-R93R-48,18309,20110602,20110609,20110614,3578,1,3578
SO44826,BK-R93R-56,12308,20110603,20110610,20110615,3578,1,3578
SO44827,BK-M82S-38,25973,20110603,20110610,20110615,3400,1,3400
SO44828,BK-R93R-48,28997,20110603,20110610,20110615,3578,1,3578
SO44829,BK-R50B-60,14643,20110603,20110610,20110615,699,1,699
SO44830,BK-R93R-56,18337,20110603,20110610,20110615,3578,1,3578
SO44831,BK-M82B-44,29467,20110604,20110611,20110616,3375,1,3375
SO44832,BK-R93R-44,28804,20110604,20110611,20110616,3578,1,3578
SO44833,BK-R93R-62,28842,20110604,20110611,20110616,3578,1,3578
SO44834,BK-M82B-44,25952,20110604,20110611,20110616,3375,1,3375
SO44835,BK-R93R-44,18338,20110604,20110611,20110616,3578,1,3578
SO44836,BK-R93R-56,18465,20110604,20110611,20110616,3578,1,3578
SO44837,BK-R93R-48,13808,20110605,20110612,20110617,3578,1,3578
SO44838,BK-R93R-44,14138,20110605,20110612,20110617,3578,1,3578
SO44839,BK-R93R-56,28825,20110605,20110612,20110617,3578,1,3578
SO44840,BK-R93R-56,28857,20110605,20110612,20110617,3578,1,3578
SO44841,BK-R93R-56,18335,20110605,20110612,20110617,3578,1,3578
SO44842,BK-R93R-62,14140,20110606,20110613,20110618,3578,1,3578
SO44843,BK-R93R-48,29058,20110606,20110613,20110618,3578,1,3578
SO44844,BK-R93R-56,29139,20110606,20110613,20110618,3578,1,3578
SO44845,BK-R93R-52,28845,20110606,20110613,20110618,3578,1,3578
SO44846,BK-R93R-56,18334,20110606,20110613,20110618,3578,1,3578
SO44847,BK-M82S-44,11445,20110606,20110613,20110618,3400,1,3400
SO44848,BK-M82B-38,28418,20110607,20110614,20110619,3375,1,3375
SO44849,BK-R50R-60,17996,20110607,20110614,20110619,699,1,699
SO44850,BK-R50B-62,19417,20110607,20110614,20110619,699,1,699
SO44851,BK-R93R-62,22299,20110607,20110614,20110619,3578,1,3578
SO44852,BK-R93R-44,29128,20110607,20110614,20110619,3578,1,3578
SO44853,BK-M82B-38,19874,20110607,20110614,20110619,3375,1,3375
SO44854,BK-R93R-44,29004,20110607,20110614,20110619,3578,1,3578
SO44855,BK-R50R-58,26692,20110607,20110614,20110619,699,1,699
SO44856,BK-R50R-48,14651,20110607,20110614,20110619,699,1,699
SO44857,BK-R93R-62,18484,20110607,20110614,20110619,3578,1,3578
SO44858,BK-R93R-48,18487,20110607,20110614,20110619,3578,1,3578
SO44859,BK-R93R-62,18495,20110607,20110614,20110619,3578,1,3578
SO44860,BK-R93R-62,18693,20110607,20110614,20110619,3578,1,3578
SO44861,BK-R93R-56,18288,20110607,20110614,20110619,3578,1,3578
SO44862,BK-R93R-52,18457,20110607,20110614,20110619,3578,1,3578
SO44863,BK-R93R-62,18467,20110607,20110614,20110619,3578,1,3578
SO44864,BK-M82B-38,11364,20110607,20110614,20110619,3375,1,3375
SO44865,BK-M82B-48,11372,20110607,20110614,20110619,3375,1,3375
SO44866,BK-M82B-44,11443,20110607,20110614,20110619,3375,1,3375
SO44867,BK-R93R-52,14793,20110608,20110615,20110620,3578,1,3578
SO44868,BK-R93R-52,28852,20110608,20110615,20110620,3578,1,3578
SO44869,BK-R93R-48,18700,20110608,20110615,20110620,3578,1,3578
SO44870,BK-R93R-44,18301,20110608,20110615,20110620,3578,1,3578
SO44871,BK-M82S-42,11363,20110608,20110615,20110620,3400,1,3400
SO44872,BK-R93R-48,29111,20110609,20110616,20110621,3578,1,3578
SO44873,BK-R93R-48,28828,20110609,20110616,20110621,3578,1,3578
SO44874,BK-R50R-58,18004,20110610,20110617,20110622,699,1,699
SO44875,BK-R93R-52,29048,20110610,20110617,20110622,3578,1,3578
SO44876,BK-R93R-48,29056,20110610,20110617,20110622,3578,1,3578
SO44877,BK-R93R-44,29136,20110610,20110617,20110622,3578,1,3578
SO44878,BK-R93R-44,28807,20110610,20110617,20110622,3578,1,3578
SO44879,BK-R93R-62,28833,20110610,20110617,20110622,3578,1,3578
SO44880,BK-R93R-44,18470,20110610,20110617,20110622,3578,1,3578
SO44881,BK-R93R-52,18496,20110610,20110617,20110622,3578,1,3578
SO44882,BK-R93R-44,18703,20110610,20110617,20110622,3578,1,3578
SO44883,BK-R93R-56,18296,20110610,20110617,20110622,3578,1,3578
SO44884,BK-R93R-48,18308,20110610,20110617,20110622,3578,1,3578
SO44885,BK-R93R-62,14833,20110611,20110618,20110623,3578,1,3578
SO44886,BK-R93R-56,29108,20110611,20110618,20110623,3578,1,3578
SO44887,BK-R93R-62,28821,20110611,20110618,20110623,3578,1,3578
SO44888,BK-R93R-62,28838,20110611,20110618,20110623,3578,1,3578
SO44889,BK-M82B-38,11351,20110612,20110619,20110624,3375,1,3375
SO44890,BK-M82S-44,11381,20110612,20110619,20110624,3400,1,3400
SO44891,BK-R93R-62,28847,20110612,20110619,20110624,3578,1,3578
SO44892,BK-R93R-52,22267,20110612,20110619,20110624,3578,1,3578
SO44893,BK-R93R-56,28856,20110612,20110619,20110624,3578,1,3578
SO44894,BK-M82B-38,25943,20110612,20110619,20110624,3375,1,3375
SO44895,BK-M82B-48,25951,20110612,20110619,20110624,3375,1,3375
SO44896,BK-M82S-44,25964,20110612,20110619,20110624,3400,1,3400
SO44897,BK-R93R-56,18696,20110612,20110619,20110624,3578,1,3578
SO44898,BK-R93R-62,18307,20110612,20110619,20110624,3578,1,3578
SO44899,BK-M82B-48,11353,20110612,20110619,20110624,3375,1,3375
SO44900,BK-R93R-56,14778,20110613,20110620,20110625,3578,1,3578
SO44901,BK-R93R-52,12332,20110613,20110620,20110625,3578,1,3578
SO44902,BK-R93R-56,13829,20110613,20110620,20110625,3578,1,3578
SO44903,BK-R93R-52,18284,20110613,20110620,20110625,3578,1,3578
SO44904,BK-M82B-44,11359,20110613,20110620,20110625,3375,1,3375
SO44905,BK-R93R-48,13822,20110614,20110621,20110626,3578,1,3578
SO44906,BK-R93R-44,14832,20110614,20110621,20110626,3578,1,3578
SO44907,BK-R50R-62,19415,20110614,20110621,20110626,699,1,699
SO44908,BK-R93R-56,29032,20110614,20110621,20110626,3578,1,3578
SO44909,BK-R93R-62,28840,20110614,20110621,20110626,3578,1,3578
SO44910,BK-M82S-38,25969,20110614,20110621,20110626,3400,1,3400
SO44911,BK-M82B-42,25976,20110614,20110621,20110626,3375,1,3375
SO44912,BK-R93R-62,28966,20110614,20110621,20110626,3578,1,3578
SO44913,BK-R93R-44,18468,20110614,20110621,20110626,3578,1,3578
SO44914,BK-R93R-44,18491,20110614,20110621,20110626,3578,1,3578
SO44915,BK-R93R-48,18461,20110614,20110621,20110626,3578,1,3578
SO44916,BK-R93R-44,18463,20110614,20110621,20110626,3578,1,3578
SO44917,BK-R93R-62,13842,20110615,20110622,20110627,3578,1,3578
SO44918,BK-M82B-44,29466,20110615,20110622,20110627,3375,1,3375
SO44919,BK-R93R-62,29017,20110615,20110622,20110627,3578,1,3578
SO44920,BK-R50B-44,14648,20110615,20110622,20110627,699,1,699
SO44921,BK-R93R-48,18489,20110615,20110622,20110627,3578,1,3578
SO44922,BK-R93R-56,18277,20110615,20110622,20110627,3578,1,3578
SO44923,BK-R93R-48,18336,20110615,20110622,20110627,3578,1,3578
SO44924,BK-R93R-62,28830,20110616,20110623,20110628,3578,1,3578
SO44925,BK-R93R-52,18493,20110616,20110623,20110628,3578,1,3578
SO44926,BK-R50R-48,25706,20110616,20110623,20110628,699,1,699
SO44927,BK-M82B-38,11448,20110616,20110623,20110628,3375,1,3375
SO44928,BK-R93R-56,14843,20110617,20110624,20110629,3578,1,3578
SO44929,BK-R93R-48,12398,20110617,20110624,20110629,3578,1,3578
SO44930,BK-R93R-48,29110,20110617,20110624,20110629,3578,1,3578
SO44931,BK-R93R-48,28849,20110617,20110624,20110629,3578,1,3578
SO44932,BK-R93R-48,18303,20110617,20110624,20110629,3578,1,3578
SO44933,BK-R93R-48,18276,20110617,20110624,20110629,3578,1,3578
SO44934,BK-R93R-48,14771,20110618,20110625,20110630,3578,1,3578
SO44935,BK-R93R-48,12333,20110618,20110625,20110630,3578,1,3578
SO44936,BK-R93R-48,29044,20110618,20110625,20110630,3578,1,3578
SO44937,BK-R93R-44,22251,20110618,20110625,20110630,3578,1,3578
SO44938,BK-R93R-56,28851,20110618,20110625,20110630,3578,1,3578
SO44939,BK-R93R-56,28993,20110618,20110625,20110630,3578,1,3578
SO44940,BK-R93R-44,18490,20110618,20110625,20110630,3578,1,3578
SO44941,BK-R93R-62,18697,20110618,20110625,20110630,3578,1,3578
SO44942,BK-R93R-62,18701,20110618,20110625,20110630,3578,1,3578
SO44943,BK-R50R-52,25568,20110618,20110625,20110630,699,1,699
SO44944,BK-R50B-58,25707,20110618,20110625,20110630,699,1,699
SO44945,BK-R50R-60,25710,20110618,20110625,20110630,699,1,699
SO44946,BK-M82B-42,11357,20110618,20110625,20110630,3375,1,3375
SO44947,BK-M82S-44,11446,20110618,20110625,20110630,3400,1,3400
SO44948,BK-R93R-48,12395,20110619,20110626,20110701,3578,1,3578
SO44949,BK-M82B-42,29474,20110619,20110626,20110701,3375,1,3375
SO44950,BK-R93R-52,28835,20110619,20110626,20110701,3578,1,3578
SO44951,BK-R93R-44,28843,20110619,20110626,20110701,3578,1,3578
SO44952,BK-M82B-42,25955,20110619,20110626,20110701,3375,1,3375
SO44953,BK-R93R-48,28859,20110619,20110626,20110701,3578,1,3578
SO44954,BK-R93R-62,28990,20110619,20110626,20110701,3578,1,3578
SO44955,BK-R50B-52,25709,20110619,20110626,20110701,699,1,699
SO44956,BK-M82B-48,11449,20110619,20110626,20110701,3375,1,3375
SO44957,BK-R93R-62,22247,20110620,20110627,20110702,3578,1,3578
SO44958,BK-R50B-58,20173,20110620,20110627,20110702,699,1,699
SO44959,BK-R93R-48,29019,20110620,20110627,20110702,3578,1,3578
SO44960,BK-R93R-56,22373,20110620,20110627,20110702,3578,1,3578
SO44961,BK-R93R-52,29060,20110620,20110627,20110702,3578,1,3578
SO44962,BK-R93R-62,28831,20110620,20110627,20110702,3578,1,3578
SO44963,BK-M82S-44,25974,20110620,20110627,20110702,3400,1,3400
SO44964,BK-R50B-60,14647,20110620,20110627,20110702,699,1,699
SO44965,BK-R50B-58,14649,20110620,20110627,20110702,699,1,699
SO44966,BK-R93R-56,18458,20110620,20110627,20110702,3578,1,3578
SO44967,BK-R93R-62,14794,20110621,20110628,20110703,3578,1,3578
SO44968,BK-R50B-52,19365,20110621,20110628,20110703,699,1,699
SO44969,BK-R93R-48,22713,20110621,20110628,20110703,3578,1,3578
SO44970,BK-R93R-48,28820,20110621,20110628,20110703,3578,1,3578
SO44971,BK-R93R-52,28989,20110621,20110628,20110703,3578,1,3578
SO44972,BK-R93R-44,29016,20110621,20110628,20110703,3578,1,3578
SO44973,BK-R93R-56,18482,20110621,20110628,20110703,3578,1,3578
SO44974,BK-R93R-48,14776,20110622,20110629,20110704,3578,1,3578
SO44975,BK-R93R-44,28823,20110622,20110629,20110704,3578,1,3578
SO44976,BK-R93R-44,28824,20110622,20110629,20110704,3578,1,3578
SO44977,BK-R93R-52,29010,20110622,20110629,20110704,3578,1,3578
SO44978,BK-R50R-60,14652,20110622,20110629,20110704,699,1,699
SO44979,BK-R93R-62,18469,20110622,20110629,20110704,3578,1,3578
SO44980,BK-R93R-62,18699,20110622,20110629,20110704,3578,1,3578
SO44981,BK-R93R-62,18462,20110622,20110629,20110704,3578,1,3578
SO44982,BK-R93R-48,29132,20110623,20110630,20110705,3578,1,3578
SO44983,BK-R93R-62,22252,20110623,20110630,20110705,3578,1,3578
SO44984,BK-R93R-56,29008,20110623,20110630,20110705,3578,1,3578
SO44985,BK-R93R-44,18692,20110623,20110630,20110705,3578,1,3578
SO44986,BK-R50R-48,25708,20110623,20110630,20110705,699,1,699
SO44987,BK-R93R-56,12323,20110624,20110701,20110706,3578,1,3578
SO44988,BK-R50B-44,17999,20110624,20110701,20110706,699,1,699
SO44989,BK-R93R-44,28854,20110624,20110701,20110706,3578,1,3578
SO44990,BK-R50B-44,14645,20110624,20110701,20110706,699,1,699
SO44991,BK-R93R-56,18698,20110624,20110701,20110706,3578,1,3578
SO44992,BK-R93R-44,18464,20110624,20110701,20110706,3578,1,3578
SO44993,BK-M82B-44,11368,20110624,20110701,20110706,3375,1,3375
SO44994,BK-R93R-44,28805,20110625,20110702,20110707,3578,1,3578
SO44995,BK-R93R-52,28841,20110625,20110702,20110707,3578,1,3578
SO44996,BK-M82B-42,25970,20110625,20110702,20110707,3375,1,3375
SO44997,BK-R93R-62,28870,20110625,20110702,20110707,3578,1,3578
SO44998,BK-R50B-48,14646,20110625,20110702,20110707,699,1,699
SO44999,BK-R93R-44,18485,20110625,20110702,20110707,3578,1,3578
SO45000,BK-R93R-48,18297,20110625,20110702,20110707,3578,1,3578
SO45001,BK-R93R-48,18302,20110625,20110702,20110707,3578,1,3578
SO45002,BK-R93R-48,13844,20110626,20110703,20110708,3578,1,3578
SO45003,BK-R93R-56,29059,20110626,20110703,20110708,3578,1,3578
SO45004,BK-R93R-56,29106,20110626,20110703,20110708,3578,1,3578
SO45005,BK-R93R-48,28844,20110626,20110703,20110708,3578,1,3578
SO45006,BK-R93R-48,12373,20110627,20110704,20110709,3578,1,3578
SO45007,BK-R93R-62,14137,20110627,20110704,20110709,3578,1,3578
SO45008,BK-R93R-52,14831,20110627,20110704,20110709,3578,1,3578
SO45009,BK-R50B-44,19387,20110627,20110704,20110709,699,1,699
SO45010,BK-R93R-52,28869,20110627,20110704,20110709,3578,1,3578
SO45011,BK-R93R-52,22268,20110627,20110704,20110709,3578,1,3578
SO45012,BK-R50B-52,14650,20110627,20110704,20110709,699,1,699
SO45013,BK-R93R-62,18483,20110627,20110704,20110709,3578,1,3578
SO45014,BK-R50R-60,25705,20110627,20110704,20110709,699,1,699
SO45015,BK-M82S-44,11360,20110627,20110704,20110709,3400,1,3400
SO45016,BK-R93R-62,14770,20110628,20110705,20110710,3578,1,3578
SO45017,BK-R93R-48,28826,20110628,20110705,20110710,3578,1,3578
SO45018,BK-R93R-52,18494,20110628,20110705,20110710,3578,1,3578
SO45019,BK-R93R-52,18691,20110628,20110705,20110710,3578,1,3578
SO45020,BK-R93R-44,18332,20110628,20110705,20110710,3578,1,3578
SO45021,BK-M82B-38,11358,20110628,20110705,20110710,3375,1,3375
SO45022,BK-M82B-44,11447,20110628,20110705,20110710,3375,1,3375
SO45023,BK-R93R-62,13807,20110628,20110705,20110710,3578,1,3578
SO45024,BK-M82S-38,29475,20110629,20110706,20110711,3400,1,3400
